,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
1378,"[8, -13, -8, 8, 14, 13, -1, 10, -9, 4, 7]","[12, -11, -9, 0, 2, 15, 5, 15, -9, 5, -14]","[12, -9, -4, 12, 18, 17, 3, 14, -5, 8, 11]","[16, -7, -5, 4, 6, 19, 9, 19, -5, 9, -10]","[8, -13, -8, 8, 14, 13, -1, 10, 4, 7]","[12, -11, -9, 0, 2, 15, 5, 15, 5, -14]","[8, -13, -8, 8, 14, 13, -1, 10, -9, 4, 7, 4]","[12, -11, -9, 0, 2, 15, 5, 15, -9, 5, -14, 4]","[8, -13, -8, 8, 14, 13, -1, 10, -9, 4, 7, 0.125, -0.07692307692307693, -0.125, 0.125, 0.07142857142857142, 0.07692307692307693, -1.0, 0.1, -0.1111111111111111, 0.25, 0.14285714285714285]","[12, -11, -9, 0, 2, 15, 5, 15, -9, 5, -14, 0.08333333333333333, -0.09090909090909091, -0.1111111111111111, 'ZeroDivisionError', 0.5, 0.06666666666666667, 0.2, 0.06666666666666667, -0.1111111111111111, 0.2, -0.07142857142857142]","[32, -52, -32, 32, 56, 52, -4, 40, -36, 16, 28]","[48, -44, -36, 0, 8, 60, 20, 60, -36, 20, -56]","[10, -8, -1, 8, -13, 7, -9, 8, 14, 13, 4]","[-9, 15, 0, 5, -9, -11, -14, 12, 2, 5, 15]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1379,"[-9, -7, -1, 4, -13, -3, -7]","[-3, -2, -14, -18, -3, -15, -12]","[-5, -3, 3, 8, -9, 1, -3]","[1, 2, -10, -14, 1, -11, -8]","[-9, -7, -1, 4, -13, -3]","[-3, -2, -14, -18, -3, -15]","[-9, -7, -1, 4, 4, -13, -3, -7]","[-3, -2, -14, -18, 4, -3, -15, -12]","[-9, -7, -1, 4, -13, -3, -7, -0.1111111111111111, -0.14285714285714285, -1.0, 0.25, -0.07692307692307693, -0.3333333333333333, -0.14285714285714285]","[-3, -2, -14, -18, -3, -15, -12, -0.3333333333333333, -0.5, -0.07142857142857142, -0.05555555555555555, -0.3333333333333333, -0.06666666666666667, -0.08333333333333333]","[-36, -28, -4, 16, -52, -12, -28]","[-12, -8, -56, -72, -12, -60, -48]","[-7, 4, -1, -7, -9, -13, -3]","[-18, -12, -3, -15, -2, -14, -3]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1380,"[7, -5, -8, -10, -7, -6]","[3, 2, -4, 1, 4, -2]","[11, -1, -4, -6, -3, -2]","[7, 6, 0, 5, 8, 2]","[7, -5, -8, -7, -6]","[3, 2, -4, 4, -2]","[4, 7, -5, -8, -10, -7, -6]","[4, 3, 2, -4, 1, 4, -2]","[7, -5, -8, -10, -7, -6, 0.14285714285714285, -0.2, -0.125, -0.1, -0.14285714285714285, -0.16666666666666666]","[3, 2, -4, 1, 4, -2, 0.3333333333333333, 0.5, -0.25, 1.0, 0.25, -0.5]","[28, -20, -32, -40, -28, -24]","[12, 8, -16, 4, 16, -8]","[-6, -10, 7, -5, -8, -7]","[1, 2, -2, 4, -4, 3]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1381,"[-3, -14, -4, -5, -15, -14, -12, -5, -4, 7, -13]","[-15, -2, -15, 1, -10, -3, 4, -11, -1, -13, 5]","[1, -10, 0, -1, -11, -10, -8, -1, 0, 11, -9]","[-11, 2, -11, 5, -6, 1, 8, -7, 3, -9, 9]","[-3, -14, -5, -15, -14, -12, -5, -4, 7, -13]","[-15, -2, 1, -10, -3, 4, -11, -1, -13, 5]","[-3, -14, -4, -5, -15, 4, -14, -12, -5, -4, 7, -13]","[-15, -2, -15, 1, -10, 4, -3, 4, -11, -1, -13, 5]","[-3, -14, -4, -5, -15, -14, -12, -5, -4, 7, -13, -0.3333333333333333, -0.07142857142857142, -0.25, -0.2, -0.06666666666666667, -0.07142857142857142, -0.08333333333333333, -0.2, -0.25, 0.14285714285714285, -0.07692307692307693]","[-15, -2, -15, 1, -10, -3, 4, -11, -1, -13, 5, -0.06666666666666667, -0.5, -0.06666666666666667, 1.0, -0.1, -0.3333333333333333, 0.25, -0.09090909090909091, -1.0, -0.07692307692307693, 0.2]","[-12, -56, -16, -20, -60, -56, -48, -20, -16, 28, -52]","[-60, -8, -60, 4, -40, -12, 16, -44, -4, -52, 20]","[-4, -3, -14, -13, -4, -14, -15, -5, -12, -5, 7]","[1, -11, -10, -15, -2, -1, 5, -15, -13, -3, 4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1382,"[1, 11, -5, -6, 10, 5, 9, -7, 12, 9, -3, 12, 6, -7]","[1, -6, 1, 6, -8, 7, -8, 10, -4, -1, 12, 4, -8, 0]","[5, 15, -1, -2, 14, 9, 13, -3, 16, 13, 1, 16, 10, -3]","[5, -2, 5, 10, -4, 11, -4, 14, 0, 3, 16, 8, -4, 4]","[11, -5, -6, 10, 5, 9, -7, 12, 9, -3, 12, 6, -7]","[-6, 1, 6, -8, 7, -8, 10, -4, -1, 12, 4, -8, 0]","[1, 11, -5, 4, -6, 10, 5, 9, -7, 12, 9, -3, 12, 6, -7]","[1, -6, 1, 4, 6, -8, 7, -8, 10, -4, -1, 12, 4, -8, 0]","[1, 11, -5, -6, 10, 5, 9, -7, 12, 9, -3, 12, 6, -7, 1.0, 0.09090909090909091, -0.2, -0.16666666666666666, 0.1, 0.2, 0.1111111111111111, -0.14285714285714285, 0.08333333333333333, 0.1111111111111111, -0.3333333333333333, 0.08333333333333333, 0.16666666666666666, -0.14285714285714285]","[1, -6, 1, 6, -8, 7, -8, 10, -4, -1, 12, 4, -8, 0, 1.0, -0.16666666666666666, 1.0, 0.16666666666666666, -0.125, 0.14285714285714285, -0.125, 0.1, -0.25, -1.0, 0.08333333333333333, 0.25, -0.125, 'ZeroDivisionError']","[4, 44, -20, -24, 40, 20, 36, -28, 48, 36, -12, 48, 24, -28]","[4, -24, 4, 24, -32, 28, -32, 40, -16, -4, 48, 16, -32, 0]","[11, 6, 12, 9, 9, 10, 1, 12, -7, -6, -3, -5, -7, 5]","[1, -1, 10, 0, 6, -8, -8, -4, 1, -8, 7, 12, 4, -6]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1383,"[-4, 1, 4, -3, -6, 4, -6, -5, 3, 0]","[-4, 2, 2, 0, 0, 1, -2, 3, 2, 3]","[0, 5, 8, 1, -2, 8, -2, -1, 7, 4]","[0, 6, 6, 4, 4, 5, 2, 7, 6, 7]","[-4, 1, 4, -6, 4, -6, -5, 3, 0]","[-4, 2, 2, 0, 1, -2, 3, 2, 3]","[-4, 1, 4, -3, -6, 4, -6, -5, 3, 0, 4]","[-4, 2, 2, 0, 0, 1, -2, 3, 2, 3, 4]","[-4, 1, 4, -3, -6, 4, -6, -5, 3, 0, -0.25, 1.0, 0.25, -0.3333333333333333, -0.16666666666666666, 0.25, -0.16666666666666666, -0.2, 0.3333333333333333, 'ZeroDivisionError']","[-4, 2, 2, 0, 0, 1, -2, 3, 2, 3, -0.25, 0.5, 0.5, 'ZeroDivisionError', 'ZeroDivisionError', 1.0, -0.5, 0.3333333333333333, 0.5, 0.3333333333333333]","[-16, 4, 16, -12, -24, 16, -24, -20, 12, 0]","[-16, 8, 8, 0, 0, 4, -8, 12, 8, 12]","[4, 0, 4, 1, -5, -4, -3, -6, 3, -6]","[-2, 0, -4, 2, 1, 2, 3, 0, 3, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1384,"[1, 9, -1, 8, -2, 13, 12, 11, 1]","[6, -4, 3, 1, -4, 5, -4, -4, -5]","[5, 13, 3, 12, 2, 17, 16, 15, 5]","[10, 0, 7, 5, 0, 9, 0, 0, -1]","[1, 9, -1, 8, 13, 12, 11, 1]","[6, -4, 3, 1, 5, -4, -4, -5]","[1, 9, -1, 8, -2, 13, 4, 12, 11, 1]","[6, -4, 3, 1, -4, 5, 4, -4, -4, -5]","[1, 9, -1, 8, -2, 13, 12, 11, 1, 1.0, 0.1111111111111111, -1.0, 0.125, -0.5, 0.07692307692307693, 0.08333333333333333, 0.09090909090909091, 1.0]","[6, -4, 3, 1, -4, 5, -4, -4, -5, 0.16666666666666666, -0.25, 0.3333333333333333, 1.0, -0.25, 0.2, -0.25, -0.25, -0.2]","[4, 36, -4, 32, -8, 52, 48, 44, 4]","[24, -16, 12, 4, -16, 20, -16, -16, -20]","[9, 13, -1, 1, 11, 1, 12, -2, 8]","[-4, -4, -4, -5, -4, 3, 5, 6, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1385,"[-3, -5, 0, 5, 12, -11, -7, 12, 15, -2]","[-10, 5, 12, 17, 14, -1, 0, 13, 6, -1]","[1, -1, 4, 9, 16, -7, -3, 16, 19, 2]","[-6, 9, 16, 21, 18, 3, 4, 17, 10, 3]","[-3, -5, 0, 5, -11, -7, 12, 15, -2]","[-10, 5, 12, 17, -1, 0, 13, 6, -1]","[-3, -5, 0, 5, 12, -11, -7, 12, 15, 4, -2]","[-10, 5, 12, 17, 14, -1, 0, 13, 6, 4, -1]","[-3, -5, 0, 5, 12, -11, -7, 12, 15, -2, -0.3333333333333333, -0.2, 'ZeroDivisionError', 0.2, 0.08333333333333333, -0.09090909090909091, -0.14285714285714285, 0.08333333333333333, 0.06666666666666667, -0.5]","[-10, 5, 12, 17, 14, -1, 0, 13, 6, -1, -0.1, 0.2, 0.08333333333333333, 0.058823529411764705, 0.07142857142857142, -1.0, 'ZeroDivisionError', 0.07692307692307693, 0.16666666666666666, -1.0]","[-12, -20, 0, 20, 48, -44, -28, 48, 60, -8]","[-40, 20, 48, 68, 56, -4, 0, 52, 24, -4]","[-3, 12, 12, -5, -7, -11, -2, 5, 0, 15]","[-1, -10, 5, 0, -1, 12, 13, 17, 6, 14]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1386,"[8, -5, 11, -1, 0, 4, 1, 17, 16, 0, 4, -10]","[-7, 6, 6, 14, -6, -4, 10, 6, 1, 3, 9, -12]","[12, -1, 15, 3, 4, 8, 5, 21, 20, 4, 8, -6]","[-3, 10, 10, 18, -2, 0, 14, 10, 5, 7, 13, -8]","[8, -5, 11, -1, 4, 1, 17, 16, 0, 4, -10]","[-7, 6, 6, 14, -4, 10, 6, 1, 3, 9, -12]","[8, -5, 11, -1, 0, 4, 1, 4, 17, 16, 0, 4, -10]","[-7, 6, 6, 14, -6, -4, 10, 4, 6, 1, 3, 9, -12]","[8, -5, 11, -1, 0, 4, 1, 17, 16, 0, 4, -10, 0.125, -0.2, 0.09090909090909091, -1.0, 'ZeroDivisionError', 0.25, 1.0, 0.058823529411764705, 0.0625, 'ZeroDivisionError', 0.25, -0.1]","[-7, 6, 6, 14, -6, -4, 10, 6, 1, 3, 9, -12, -0.14285714285714285, 0.16666666666666666, 0.16666666666666666, 0.07142857142857142, -0.16666666666666666, -0.25, 0.1, 0.16666666666666666, 1.0, 0.3333333333333333, 0.1111111111111111, -0.08333333333333333]","[32, -20, 44, -4, 0, 16, 4, 68, 64, 0, 16, -40]","[-28, 24, 24, 56, -24, -16, 40, 24, 4, 12, 36, -48]","[16, 8, 11, 4, -5, 4, 17, 0, -1, 1, -10, 0]","[3, -4, -7, 14, 10, 1, 6, 9, 6, 6, -12, -6]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1387,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],error,[],error,error,error,error,error,error,error,error,error,error
1388,"[4, -10, -6, 1, -9, -3, -5, -5, -7, -4, -4, -4, -11]","[-3, 2, 1, -7, -5, 3, -8, -1, -11, -1, 4, 2, 4]","[8, -6, -2, 5, -5, 1, -1, -1, -3, 0, 0, 0, -7]","[1, 6, 5, -3, -1, 7, -4, 3, -7, 3, 8, 6, 8]","[4, -10, -6, 1, -9, -3, -5, -7, -4, -4, -4, -11]","[-3, 2, 1, -7, -5, 3, -1, -11, -1, 4, 2, 4]","[4, -10, -6, 1, -9, -3, -5, -5, -7, -4, 4, -4, -4, -11]","[-3, 2, 1, -7, -5, 3, -8, -1, -11, -1, 4, 4, 2, 4]","[4, -10, -6, 1, -9, -3, -5, -5, -7, -4, -4, -4, -11, 0.25, -0.1, -0.16666666666666666, 1.0, -0.1111111111111111, -0.3333333333333333, -0.2, -0.2, -0.14285714285714285, -0.25, -0.25, -0.25, -0.09090909090909091]","[-3, 2, 1, -7, -5, 3, -8, -1, -11, -1, 4, 2, 4, -0.3333333333333333, 0.5, 1.0, -0.14285714285714285, -0.2, 0.3333333333333333, -0.125, -1.0, -0.09090909090909091, -1.0, 0.25, 0.5, 0.25]","[16, -40, -24, 4, -36, -12, -20, -20, -28, -16, -16, -16, -44]","[-12, 8, 4, -28, -20, 12, -32, -4, -44, -4, 16, 8, 16]","[-4, 1, -9, -10, -3, -4, -4, -5, -6, -11, 4, -7, -5]","[2, 4, -1, -1, -11, 4, -5, -8, -3, 2, -7, 1, 3]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1389,"[-10, 2, 4, 3, -8, 9, 1, -10, 2, -8, -5, 5]","[-1, -1, -9, -14, -11, -6, -8, 0, -5, -10, -11, 1]","[-6, 6, 8, 7, -4, 13, 5, -6, 6, -4, -1, 9]","[3, 3, -5, -10, -7, -2, -4, 4, -1, -6, -7, 5]","[-10, 2, 4, 3, -8, 9, 1, -10, 2, -8, -5]","[-1, -1, -9, -14, -11, -6, -8, 0, -5, -10, -11]","[-10, 2, 4, 3, -8, 9, 1, -10, 2, 4, -8, -5, 5]","[-1, -1, -9, -14, -11, -6, -8, 0, -5, 4, -10, -11, 1]","[-10, 2, 4, 3, -8, 9, 1, -10, 2, -8, -5, 5, -0.1, 0.5, 0.25, 0.3333333333333333, -0.125, 0.1111111111111111, 1.0, -0.1, 0.5, -0.125, -0.2, 0.2]","[-1, -1, -9, -14, -11, -6, -8, 0, -5, -10, -11, 1, -1.0, -1.0, -0.1111111111111111, -0.07142857142857142, -0.09090909090909091, -0.16666666666666666, -0.125, 'ZeroDivisionError', -0.2, -0.1, -0.09090909090909091, 1.0]","[-40, 8, 16, 12, -32, 36, 4, -40, 8, -32, -20, 20]","[-4, -4, -36, -56, -44, -24, -32, 0, -20, -40, -44, 4]","[1, -5, 5, 2, 2, 4, 9, -8, -10, 3, -10, -8]","[0, -11, -14, -5, -1, 1, -11, -10, -6, -8, -9, -1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1390,"[-7, 3, 3, -4, 4, -3, -1, -5, 0]","[2, -4, -3, -4, -7, 0, 4, -3, 2]","[-3, 7, 7, 0, 8, 1, 3, -1, 4]","[6, 0, 1, 0, -3, 4, 8, 1, 6]","[-7, 3, 3, -4, 4, -1, -5, 0]","[2, -4, -3, -4, -7, 4, -3, 2]","[4, -7, 3, 3, -4, 4, -3, -1, -5, 0]","[4, 2, -4, -3, -4, -7, 0, 4, -3, 2]","[-7, 3, 3, -4, 4, -3, -1, -5, 0, -0.14285714285714285, 0.3333333333333333, 0.3333333333333333, -0.25, 0.25, -0.3333333333333333, -1.0, -0.2, 'ZeroDivisionError']","[2, -4, -3, -4, -7, 0, 4, -3, 2, 0.5, -0.25, -0.3333333333333333, -0.25, -0.14285714285714285, 'ZeroDivisionError', 0.25, -0.3333333333333333, 0.5]","[-28, 12, 12, -16, 16, -12, -4, -20, 0]","[8, -16, -12, -16, -28, 0, 16, -12, 8]","[-3, 3, -5, 0, -4, 4, -7, -1, 3]","[2, -7, 4, -4, -3, -3, 2, 0, -4]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1391,[-1],[4],[3],[8],[],[],"[4, -1]","[4, 4]","[-1, -1.0]","[4, 0.25]",[-4],[16],[-1],[4],error,error,error,error,error,error,[],error,error,error,error,error,error,error,error,error,error
1392,"[3, 2, -9, -11, -8, -15, -15, 4]","[3, -15, -12, -8, -10, -10, -11, -2]","[7, 6, -5, -7, -4, -11, -11, 8]","[7, -11, -8, -4, -6, -6, -7, 2]","[3, 2, -9, -11, -15, -15, 4]","[3, -15, -12, -8, -10, -11, -2]","[4, 3, 2, -9, -11, -8, -15, -15, 4]","[4, 3, -15, -12, -8, -10, -10, -11, -2]","[3, 2, -9, -11, -8, -15, -15, 4, 0.3333333333333333, 0.5, -0.1111111111111111, -0.09090909090909091, -0.125, -0.06666666666666667, -0.06666666666666667, 0.25]","[3, -15, -12, -8, -10, -10, -11, -2, 0.3333333333333333, -0.06666666666666667, -0.08333333333333333, -0.125, -0.1, -0.1, -0.09090909090909091, -0.5]","[12, 8, -36, -44, -32, -60, -60, 16]","[12, -60, -48, -32, -40, -40, -44, -8]","[-15, -15, -8, -9, -11, 3, 4, 2]","[3, -15, -10, -8, -12, -11, -2, -10]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1393,"[-5, -3, 14, 10, 5]","[5, -1, 9, -6, 15]","[-1, 1, 18, 14, 9]","[9, 3, 13, -2, 19]","[-5, -3, 14, 5]","[5, -1, 9, 15]","[-5, -3, 14, 4, 10, 5]","[5, -1, 9, 4, -6, 15]","[-5, -3, 14, 10, 5, -0.2, -0.3333333333333333, 0.07142857142857142, 0.1, 0.2]","[5, -1, 9, -6, 15, 0.2, -1.0, 0.1111111111111111, -0.16666666666666666, 0.06666666666666667]","[-20, -12, 56, 40, 20]","[20, -4, 36, -24, 60]","[-3, 5, -5, 10, 14]","[15, 5, -6, -1, 9]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1394,"[17, -7, 9, -2, -7, 3, 0, -4]","[6, 2, 8, -9, -10, -7, -11, -2]","[21, -3, 13, 2, -3, 7, 4, 0]","[10, 6, 12, -5, -6, -3, -7, 2]","[17, -7, -2, -7, 3, 0, -4]","[6, 2, -9, -10, -7, -11, -2]","[17, -7, 9, -2, 4, -7, 3, 0, -4]","[6, 2, 8, -9, 4, -10, -7, -11, -2]","[17, -7, 9, -2, -7, 3, 0, -4, 0.058823529411764705, -0.14285714285714285, 0.1111111111111111, -0.5, -0.14285714285714285, 0.3333333333333333, 'ZeroDivisionError', -0.25]","[6, 2, 8, -9, -10, -7, -11, -2, 0.16666666666666666, 0.5, 0.125, -0.1111111111111111, -0.1, -0.14285714285714285, -0.09090909090909091, -0.5]","[68, -28, 36, -8, -28, 12, 0, -16]","[24, 8, 32, -36, -40, -28, -44, -8]","[-4, 3, -2, 9, -7, -7, 0, 17]","[6, -11, -7, -10, -2, 8, -9, 2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1395,"[-7, -3, -3, -10, -1, 2]","[-14, -15, -2, -12, -5, -16]","[-3, 1, 1, -6, 3, 6]","[-10, -11, 2, -8, -1, -12]","[-7, -3, -3, -10, -1]","[-14, -15, -2, -12, -5]","[-7, -3, -3, 4, -10, -1, 2]","[-14, -15, -2, 4, -12, -5, -16]","[-7, -3, -3, -10, -1, 2, -0.14285714285714285, -0.3333333333333333, -0.3333333333333333, -0.1, -1.0, 0.5]","[-14, -15, -2, -12, -5, -16, -0.07142857142857142, -0.06666666666666667, -0.5, -0.08333333333333333, -0.2, -0.0625]","[-28, -12, -12, -40, -4, 8]","[-56, -60, -8, -48, -20, -64]","[-7, -10, -1, -3, -3, 2]","[-5, -12, -15, -2, -14, -16]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1396,"[-6, -2, -9, -11, -12, -1, -10, 1, -7, -10]","[0, -3, 2, -1, -11, -2, 1, -10, 2, -1]","[-2, 2, -5, -7, -8, 3, -6, 5, -3, -6]","[4, 1, 6, 3, -7, 2, 5, -6, 6, 3]","[-6, -2, -9, -12, -1, -10, 1, -7, -10]","[0, -3, 2, -11, -2, 1, -10, 2, -1]","[-6, -2, -9, -11, -12, -1, -10, 1, -7, 4, -10]","[0, -3, 2, -1, -11, -2, 1, -10, 2, 4, -1]","[-6, -2, -9, -11, -12, -1, -10, 1, -7, -10, -0.16666666666666666, -0.5, -0.1111111111111111, -0.09090909090909091, -0.08333333333333333, -1.0, -0.1, 1.0, -0.14285714285714285, -0.1]","[0, -3, 2, -1, -11, -2, 1, -10, 2, -1, 'ZeroDivisionError', -0.3333333333333333, 0.5, -1.0, -0.09090909090909091, -0.5, 1.0, -0.1, 0.5, -1.0]","[-24, -8, -36, -44, -48, -4, -40, 4, -28, -40]","[0, -12, 8, -4, -44, -8, 4, -40, 8, -4]","[-2, -10, 1, -9, -7, -1, -10, -6, -11, -12]","[-10, 2, -1, -3, 2, -2, 1, 0, -11, -1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1397,"[5, 1, 4, 1]","[-4, -5, 7, 2]","[9, 5, 8, 5]","[0, -1, 11, 6]","[1, 4, 1]","[-5, 7, 2]","[5, 1, 4, 4, 1]","[-4, -5, 7, 4, 2]","[5, 1, 4, 1, 0.2, 1.0, 0.25, 1.0]","[-4, -5, 7, 2, -0.25, -0.2, 0.14285714285714285, 0.5]","[20, 4, 16, 4]","[-16, -20, 28, 8]","[1, 4, 1, 5]","[2, 7, -4, -5]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1398,"[5, 0, 4, -5, 0, -8]","[1, -5, 4, 5, -5, 3]","[9, 4, 8, -1, 4, -4]","[5, -1, 8, 9, -1, 7]","[5, 0, -5, 0, -8]","[1, -5, 5, -5, 3]","[4, 5, 0, 4, -5, 0, -8]","[4, 1, -5, 4, 5, -5, 3]","[5, 0, 4, -5, 0, -8, 0.2, 'ZeroDivisionError', 0.25, -0.2, 'ZeroDivisionError', -0.125]","[1, -5, 4, 5, -5, 3, 1.0, -0.2, 0.25, 0.2, -0.2, 0.3333333333333333]","[20, 0, 16, -20, 0, -32]","[4, -20, 16, 20, -20, 12]","[-8, 4, 0, -5, 0, 5]","[-5, -5, 4, 3, 5, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1399,"[6, 7, 5, 6, -3]","[3, -7, -7, 6, 3]","[10, 11, 9, 10, 1]","[7, -3, -3, 10, 7]","[7, 5, 6, -3]","[-7, -7, 6, 3]","[6, 7, 4, 5, 6, -3]","[3, -7, 4, -7, 6, 3]","[6, 7, 5, 6, -3, 0.16666666666666666, 0.14285714285714285, 0.2, 0.16666666666666666, -0.3333333333333333]","[3, -7, -7, 6, 3, 0.3333333333333333, -0.14285714285714285, -0.14285714285714285, 0.16666666666666666, 0.3333333333333333]","[24, 28, 20, 24, -12]","[12, -28, -28, 24, 12]","[6, 6, -3, 7, 5]","[3, -7, 6, -7, 3]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1400,"[-8, 13, -10, 2, -9, -13]","[3, 1, 2, -13, -1, 12]","[-4, 17, -6, 6, -5, -9]","[7, 5, 6, -9, 3, 16]","[-8, 13, -10, 2, -9]","[3, 1, 2, -13, -1]","[-8, 4, 13, -10, 2, -9, -13]","[3, 4, 1, 2, -13, -1, 12]","[-8, 13, -10, 2, -9, -13, -0.125, 0.07692307692307693, -0.1, 0.5, -0.1111111111111111, -0.07692307692307693]","[3, 1, 2, -13, -1, 12, 0.3333333333333333, 1.0, 0.5, -0.07692307692307693, -1.0, 0.08333333333333333]","[-32, 52, -40, 8, -36, -52]","[12, 4, 8, -52, -4, 48]","[2, -9, -13, -8, 13, -10]","[-1, -13, 3, 2, 12, 1]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1401,"[0, -12, -5, 7, -8, -10, 8, -2, -1, -3, 6, -3, -16]","[1, 3, -10, -5, -14, -10, -6, -10, -11, 5, -13, -16, 6]","[4, -8, -1, 11, -4, -6, 12, 2, 3, 1, 10, 1, -12]","[5, 7, -6, -1, -10, -6, -2, -6, -7, 9, -9, -12, 10]","[0, -12, -5, -8, -10, 8, -2, -1, -3, 6, -3, -16]","[1, 3, -10, -14, -10, -6, -10, -11, 5, -13, -16, 6]","[0, -12, -5, 7, -8, -10, 8, -2, -1, -3, 6, 4, -3, -16]","[1, 3, -10, -5, -14, -10, -6, -10, -11, 5, -13, 4, -16, 6]","[0, -12, -5, 7, -8, -10, 8, -2, -1, -3, 6, -3, -16, 'ZeroDivisionError', -0.08333333333333333, -0.2, 0.14285714285714285, -0.125, -0.1, 0.125, -0.5, -1.0, -0.3333333333333333, 0.16666666666666666, -0.3333333333333333, -0.0625]","[1, 3, -10, -5, -14, -10, -6, -10, -11, 5, -13, -16, 6, 1.0, 0.3333333333333333, -0.1, -0.2, -0.07142857142857142, -0.1, -0.16666666666666666, -0.1, -0.09090909090909091, 0.2, -0.07692307692307693, -0.0625, 0.16666666666666666]","[0, -48, -20, 28, -32, -40, 32, -8, -4, -12, 24, -12, -64]","[4, 12, -40, -20, -56, -40, -24, -40, -44, 20, -52, -64, 24]","[7, -5, -16, -2, 0, -1, -10, -3, 8, -3, 6, -12, -8]","[-16, -5, 6, -10, 3, -14, 1, -6, -11, -13, 5, -10, -10]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
1402,"[-1, 2, 3, -2, -8, 3, 2, -2, -9]","[0, -10, 1, -2, 2, -4, -2, -7, 1]","[3, 6, 7, 2, -4, 7, 6, 2, -5]","[4, -6, 5, 2, 6, 0, 2, -3, 5]","[-1, 2, 3, -8, 3, 2, -2, -9]","[0, -10, 1, 2, -4, -2, -7, 1]","[-1, 2, 3, -2, 4, -8, 3, 2, -2, -9]","[0, -10, 1, -2, 4, 2, -4, -2, -7, 1]","[-1, 2, 3, -2, -8, 3, 2, -2, -9, -1.0, 0.5, 0.3333333333333333, -0.5, -0.125, 0.3333333333333333, 0.5, -0.5, -0.1111111111111111]","[0, -10, 1, -2, 2, -4, -2, -7, 1, 'ZeroDivisionError', -0.1, 1.0, -0.5, 0.5, -0.25, -0.5, -0.14285714285714285, 1.0]","[-4, 8, 12, -8, -32, 12, 8, -8, -36]","[0, -40, 4, -8, 8, -16, -8, -28, 4]","[2, -9, 2, -2, 3, -1, 3, -8, -2]","[-2, 1, 0, 2, -10, -4, -7, 1, -2]",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
