,id,td_a,td_b,td_c,td_type_a,td_type_b,td_type_c,size_td_a,size_td_b
1980,jc8rU8iLpJefrJTXeCny7N,"[11, 5]","[12, 11]",0,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1981,CNFPTV8FdXKGSNMjWPtoWp,[],[],14,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1982,9w97vTG3AaqZrDkYRUzcNk,[-4],[-6],-1,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1983,47LkMJsG57oGzpasE7q8Ye,"[15, -2]","[16, 5]",-16,<class 'list'>,<class 'list'>,<class 'list'>,2,2
1984,CNFPTV8FdXKGSNMjWPtoWp,[],[],17,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1985,7qYetZqrNjtwVNPbzvtChb,"[13, 10, 7, -7, -14, -5, 10, -3, -8, -3, 5, -1, -2]","[5, 12, 16, 2, -15, -6, 1, 7, 1, -19, 17, 16, 12]",5,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1986,CNFPTV8FdXKGSNMjWPtoWp,[],[],-6,<class 'list'>,<class 'list'>,<class 'list'>,0,0
1987,Cz9ZxBRcfAZy2pc6jdJV22,"[-1, 7, 9, 15]","[11, 13, -2, 13]",0,<class 'list'>,<class 'list'>,<class 'list'>,4,4
1988,WpmCNZwVnuYEgUb4BKKkiq,"[1, -13, -10, 5, -5]","[-1, -13, 1, 6, 0]",-2,<class 'list'>,<class 'list'>,<class 'list'>,5,5
1989,kAiGSRRFaodWY7hJc8cKJG,[6],[7],16,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1990,95TzZkcLocpDbKw6F598y4,[-14],[15],-18,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1991,24wXBDNybpB9ghWr2SaX8K,[2],[-1],-14,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1992,dmKmtDqcrqWQwH4fE9Habi,"[16, 16, 9, -8]","[13, 0, 8, 11]",-13,<class 'list'>,<class 'list'>,<class 'list'>,4,4
1993,mSYXqJi4xxarj8GrxJoMMV,"[7, 12, 12, -6, -2, 15, 7, 7, 15, 9, 16, 6, 1]","[-4, -7, -1, 0, -7, 9, 16, 13, 12, 2, 15, -1, -5]",-19,<class 'list'>,<class 'list'>,<class 'list'>,13,13
1994,NnSFXf9uFgD4YyAdncEgwm,"[-19, -7, -14, 2, 6, -13]","[-8, -6, -11, -15, -2, -4]",-9,<class 'list'>,<class 'list'>,<class 'list'>,6,6
1995,FHav6Mv25Z97QC8a9wX2r4,"[-7, -6, 0, -5, 2, 3, 10, -1]","[6, -2, -5, 3, 3, -5, 13, -4]",17,<class 'list'>,<class 'list'>,<class 'list'>,8,8
1996,Y2ZKe9sTkxHSfeYddargoU,"[4, 1, 0, 6, 8, 2, 14, 4, -10]","[5, 2, 4, 8, -12, 17, -15, 7, 7]",12,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1997,Vq5RS5dEjqhhfp3MTNeXWo,"[4, 5, 1, 1, 4, 4, 7, 1, 0]","[1, -1, 7, 0, 5, 8, 7, -5, 0]",19,<class 'list'>,<class 'list'>,<class 'list'>,9,9
1998,FEB9mK5sPXsy9NGa8V7BdA,[-2],[-2],0,<class 'list'>,<class 'list'>,<class 'list'>,1,1
1999,berTmxErUGDuddnhNyiouf,"[2, -3, 8, 15, -3, -9, -4, 3, -2, 2, -2]","[12, -8, 10, -4, 6, -1, -5, 7, 8, 11, 1]",9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2000,j5AqvM7GT63qnm9mvJCiY3,"[10, -6, 9, -4, -10, -7, -5, -4, 5]","[6, 6, -4, 8, 3, -7, -6, 7, 10]",-10,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2001,jUcLz8NXBjC3a2smGenC22,"[6, 1]","[3, -5]",-4,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2002,ER6foMQWKGRspxqsctsW7X,"[3, -11, 2, -6, 1, -6]","[-4, -13, -7, -11, 9, 7]",-16,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2003,5H8NDo4qsVv7NCTcv9yjxL,"[-9, 7, -2, 12, -2, 8, 15, 10, -6, -9]","[-7, 10, -2, 4, -3, -10, 6, 5, -8, 0]",-18,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2004,ZopQCtZq9rKUSAzGAoUVAN,"[-1, -8, -2]","[-6, 2, -1]",7,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2005,KsPQcpWLAr8T2xQGuMBaJp,"[7, -7, -16, 8, -4, -12, 5, -6, -5]","[-16, -12, -17, 9, -3, 10, -18, 7, -3]",15,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2006,ESD7HNfcNkVstc9xguLNU6,"[11, -4, 12, -1, -4, -5, -3, -3, 9]","[8, 2, 0, -4, -2, 7, 4, 5, -5]",19,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2007,PHKJ3s8tL9QFMGYTzMUQYQ,"[1, -7, -14, -14, 2, -7, 1, 3]","[-8, -15, -9, -12, 2, -6, -2, -4]",1,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2008,CNFPTV8FdXKGSNMjWPtoWp,[],[],11,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2009,ZxM8AQitTcmsYQ9rqHFKXi,"[-3, 9, -5, 3, 0, -6, 6, -7]","[1, 10, 7, 0, -1, 8, 12, -7]",2,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2010,dDr5cdxBDsMrz4A5Y4Thhr,"[-3, -4, 10]","[-2, 11, 7]",2,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2011,A3pgEN6WHVivfUku93ha3d,"[5, -1, -13, -2, 3, 5, -11, 3, -12, 5, 5]","[3, -8, 6, -9, 4, -11, -13, -12, -12, -1, -2]",2,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2012,daxBZj9PyxK5J4fMr4zhwJ,"[-9, -14, 7, -14]","[15, 13, 15, 8]",0,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2013,9w97vTG3AaqZrDkYRUzcNk,[-4],[-4],-4,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2014,D9vSdeJEpq37CYc43fd9od,[0],[11],11,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2015,9in2ozi8r8nSs3BqKw54nh,"[-4, -3, -2, -12]","[10, 9, 9, 1]",-19,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2016,UiHQQf7DbBtG6Wsk32L9ZN,"[11, -8, 8, -9, 8, -8, -3, 4, 8, 6]","[-5, -4, -10, -5, -3, 6, -8, 8, 1, -5]",8,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2017,Kqcva3zkDf9YsyzTUog9ps,"[-3, 1, 3, -4, 1, 4, -1]","[1, 0, -2, -3, 2, -4, -5]",-13,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2018,eyBKcF9qSrK96NxfiEs6x5,"[9, -3, -3, 2, -1, -6, 10, 11]","[5, -5, 7, -2, 9, 12, 0, 2]",0,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2019,CNFPTV8FdXKGSNMjWPtoWp,[],[],-1,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2020,8uJwrTQvf8dybvyzDfXXte,"[15, -8, 9, 11, -13, -7, -12, -12, -11, 11, 8]","[-1, 6, -14, 10, 6, -4, 15, -14, 11, 7, 5]",16,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2021,JrW7qyqgib8opVm3jzVub7,"[0, -9, -1, 1, 5, -12, -1, 0]","[-12, -1, 7, 7, 5, 7, 10, 7]",10,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2022,8iW8hEKzbH7bipWEVsaaMf,"[-7, -10, 8, 4, 11, 7, 0, 7, 6, 2]","[-3, 9, 14, -4, -10, 6, -7, 0, -8, 10]",0,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2023,4pKvdaHaYXnaPoDgCTAPuU,"[-12, -7, -13, -14]","[-5, -13, 2, -3]",15,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2024,jSbEFqSKBYCYCPGeXjex7C,"[1, 0]","[10, -2]",2,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2025,JFAGhagCA8KHRUDggcap4x,"[-3, 4, -8, 1, -13, 8, 12, 16]","[-7, 1, -13, 0, 12, 8, 3, -11]",-17,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2026,H3pSH9wd5mnLRNzewMMMYc,"[-3, -15, -2, -13, -2, -18, -15, -5, -3, -13]","[-9, -15, -4, 4, -1, 1, -4, -6, -9, -4]",-6,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2027,93ztQRbKYKEwS6xjEcpqnC,[-8],[6],-1,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2028,WmHcKkNNwWKo85JstFzZGd,"[10, -3, 6, 2]","[-1, 3, 8, -3]",-7,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2029,ageXrUwKtXNMhAENkrgH3K,"[3, -7, 0, -14]","[13, -9, -2, -18]",10,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2030,FnCu8yy4FoMCeUjuTqyWfc,"[-7, -6, -5, 7, 7, 0, -8, -3]","[-7, 8, -8, 2, -7, 1, -2, 4]",-3,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2031,epWN2EZQ9xC4npG8YALExU,"[10, -10, 9, -2]","[11, 0, 15, 4]",-2,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2032,ZxY8TUo5KZgNpzbDo2dZcZ,"[-14, -2, 6, 0, -6, -7, 13, 9, 6, -7, 13, 2, 6, -5]","[-1, 10, -1, -4, -1, -7, -4, -10, -6, -4, -12, 7, -7, 5]",11,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2033,CNFPTV8FdXKGSNMjWPtoWp,[],[],15,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2034,RtsMs8P7kpRwUTXbrxRDsq,"[2, 0, -5, -3, -3, 0, -4, -1]","[7, -1, 0, 7, 5, 7, -5, 1]",6,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2035,3EwD3h5yKofDKLajFnG489,"[-4, 2, 2, 0, 2]","[-6, 4, 4, -6, -5]",-16,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2036,25rV4vUusxaf8GHKgRDMUf,"[9, 9, -7, -7, -1]","[-7, 8, -6, 7, 4]",-2,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2037,kMNvEy3byzCq3rmd6S7o5m,"[8, 4, -4, 6, -8, -4, 4, 10, 5]","[-10, -2, -11, 5, -1, 7, -8, 3, -2]",-14,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2038,6ZEn9DSXfQQWwKkMD7uiwd,"[-8, -2, -19, 3, -5, -4]","[-14, -13, 5, 2, -6, -10]",-18,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2039,ZDzdTsjSCx37VthTpngPta,"[3, -4, -2, -6, 0, 0]","[0, 3, -3, -1, 4, -5]",-8,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2040,fDPEiMYgdDLCwCJnZbm83r,"[2, 1, -6, 3, -4, -4, 1, 4, 2, 4, -3]","[-4, -5, -8, -8, -3, 3, -5, -8, 0, 1, 4]",-2,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2041,CNFPTV8FdXKGSNMjWPtoWp,[],[],8,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2042,ezs7h6wq3dkDNtv3ouGFz2,"[-16, 3, 1, 8, -8, -15, -17, 7, -12]","[-6, -14, 7, 0, 6, 9, 10, -10, 1]",-12,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2043,SAsq6xyHa6Mu3LgKNmUTe8,"[5, 5, -2]","[11, 2, 6]",-16,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2044,ViLaAX7ZXGcc7B3dSWiQsL,"[4, 3, -6, 11]","[13, 0, -8, 4]",-13,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2045,QAzD9gG2AbJfw8itZ2pkbT,"[8, -2, 13, 2]","[4, 1, -6, 4]",-2,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2046,LdTwYekQWajsdzDsZzQCEs,"[-11, -5, -2, -9, -5, -5, 4, -3, -7, -4, 5, -13]","[3, -13, 4, -2, -11, -12, -8, 1, -13, 3, 4, -4]",-10,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2047,UokjRHaUozQwapfNdSWgpL,"[12, -2, -11, 9, -11, 2]","[-15, 4, 11, 1, -1, -6]",-16,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2048,3e34sLm5j5h9B7fCgbZRR5,"[1, -5]","[6, -15]",-18,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2049,YLyWdaqNxxSnCHfSZp7QLg,"[-3, -6, -2, 1, -1, -4, 4, 3, 2, -11]","[-6, -3, 2, -7, -1, 2, -9, -6, -11, -4]",-11,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2050,BJMnXTruyGqSyyHY9wex4B,"[7, 1, 7, -5, 2, 3, 0, -5, -4, 3, 5, -2, 6, -8]","[5, -5, -5, -7, 0, 0, 6, -2, -6, -4, -1, 4, 0, 6]",11,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2051,ZgzY3VL8WBYR88Z2ALJGJd,"[-3, -9, -5, -2]","[3, 0, -5, -5]",7,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2052,LKxndBHrp7gEcQqnHZjKez,"[-12, 5, -4, -5, -14, -3, -9]","[-7, 1, -9, -16, 2, 8, -17]",-18,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2053,8rmmmUnbzUpKAXfBuQ99BN,"[-4, 4, -7, -6, 5, -4, -18, -4]","[-4, 7, -4, 2, -2, -5, -12, -15]",-17,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2054,FEB9mK5sPXsy9NGa8V7BdA,[-2],[-2],12,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2055,kR2vb9KP3EVhYDAXSjmuck,"[-6, -2, -19, -16, -18, -7, -6]","[3, 1, -2, 5, -11, 3, -11]",-9,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2056,CyjHHQ9fmh7opE2T2QmgH9,"[11, 4, -6, -6, 1, 5, 7, 5, -1, 11, -5, -3, -3]","[7, 1, 9, 3, -6, 12, -3, 8, 10, 9, -1, 9, 3]",17,<class 'list'>,<class 'list'>,<class 'list'>,13,13
2057,heNerToUyxGoQCMtbG2eam,"[-2, -1, 4, 1, 2]","[5, 5, -2, -1, 2]",-9,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2058,5FoVMb9CxqxS76KkoTrDEt,"[11, -2, 4, -2, 6, 4, 3, 10, 11, -8]","[0, 11, 0, 6, 6, 11, 3, 2, 5, 4]",1,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2059,97HrniPkJL7kCbJVAG2kmD,"[-6, -3, 2, -5, -5, -1, 1, -9, 0]","[1, -2, 1, -3, 0, 5, -6, -4, 3]",-18,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2060,N4GN6A4PAPuCJoAtAGzKYU,"[-3, -5, 3, 1, 7, -5, 4, 5]","[-2, -9, -3, 0, -4, -2, 3, -4]",8,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2061,JBnCCRwoW7KQGHQXjBryqu,"[2, -2, -3]","[6, -8, 2]",17,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2062,CNFPTV8FdXKGSNMjWPtoWp,[],[],9,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2063,bA6nMhLPPN9Fnq6qvWfAwU,"[8, 15, 10, -16]","[-7, 12, -9, -8]",-11,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2064,c2UMc3LDQXTh7cukAkcHRy,[3],[-5],3,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2065,BMXqUHX3yW3MJKjD4QN46t,"[0, 0]","[-13, -7]",-9,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2066,CNFPTV8FdXKGSNMjWPtoWp,[],[],12,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2067,bDDZ7WVLsvhdiYgX5D8Ww3,"[0, 9, 5, -9, 4, 4, -3, -2, 7]","[4, -5, -8, -12, 2, 5, 3, 4, -4]",-7,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2068,9PQbHzpDDoumGYq7WtTXvH,"[-4, 4, 4, -2, -6, -1, 4, -2, -6]","[-3, 4, 2, 3, 2, -1, 6, -3, -1]",13,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2069,oCEMmADmuLGvCa8VUUJhMF,"[-7, 7, 7]","[14, -9, 2]",-11,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2070,PCUbbWeDzQ7vBqWnPnMvUu,"[-15, 5, -2, -3, -10, -11, -2, -15, 2, -11, 5, -11]","[2, 0, 2, -10, 1, 1, -3, -5, -3, -3, -4, -6]",-8,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2071,VUagB8tuAm6SnVwoaHGi3r,"[-14, -14, -10, 2, 4]","[4, -12, -2, 9, 9]",-7,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2072,CNFPTV8FdXKGSNMjWPtoWp,[],[],18,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2073,3KZ7kAziBigPEfWQNQxnn5,"[-1, -10, -18, -2, -12, -10, -1, -9, -8]","[-10, -5, -13, -15, -11, 1, -2, -11, -13]",17,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2074,YYShZ2h33tuMhm4zJWF8Mw,"[4, 12]","[-4, -6]",-14,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2075,YFsvbxebCsU6MNRuiECe2f,[-3],[8],17,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2076,HSDx6CLb2takQ2zrN4XyQW,"[12, 16]","[7, 14]",-4,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2077,YLcosCh78xqBonzvZy6Us9,"[7, -9, 13]","[-12, 7, 15]",-18,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2078,f78BJGgJTNWP3axkzrUFsx,"[-15, 7, -13, 9, -15, 9, -4, -5, -4, 12, -2, 7, 5, -14]","[13, -8, 5, -7, -13, -11, -16, -8, 13, 13, -2, 5, 0, 9]",13,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2079,B23piswGfgEZxvH7CYU34Z,"[-3, 14, -8, 4, 3, 11, 4, -7, 14, 0, 9, -7, -3, 3]","[-7, 13, -8, -2, 3, 12, 9, 16, -3, 15, -7, 5, 3, 7]",-15,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2080,SdFJFA2sN9m6JyAGtJ55h9,"[1, 7, -2]","[6, 4, 1]",15,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2081,EMqVy74TVEH8eUDiZYPHEA,"[8, -2, 9, 4, -15, -2, 11, -7, 12, 10, 3, 3]","[-15, -3, 9, 6, 2, 9, 3, 12, -4, 7, -6, -8]",15,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2082,mcsXonTAicoh8hmwkrHaD9,"[3, -5, 5, 3, 2, 5, 2, -1, -3, -2]","[0, -1, 3, 2, 2, 6, 0, 3, -1, 5]",9,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2083,FEoQ6UdfJwurG6qANaZhru,"[-1, 1, -2, -6, -8, -1, -3, -9, -6, -7, -6, 6]","[6, 4, -2, 4, -5, -4, 5, 0, -11, -13, 0, -3]",-11,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2084,DYqtDtuK29ZhrpnPLDt2vA,"[-8, 7, 11, -17, 1, -5, -3, -7, -11, -10, -7, -14, -7, 7]","[-15, -9, -15, 2, 7, -12, -17, -12, -6, 7, -1, 3, -18, 0]",17,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2085,PP8SXvXpBWS4LaDGB59GyJ,"[-4, 13, -3, -6, 13]","[13, 11, 14, -4, 7]",-13,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2086,V7UN7ny3SQNReQnqV5RAo9,"[-6, -8, -18, -10, -15, 3, -2, -1, -15, 2, -15, 4]","[-18, -10, -6, -15, 2, 2, -9, -16, -4, -10, -13, 1]",18,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2087,48hUSsihQaXb25sWZYMEse,"[-3, -17, -12, -14, -17, -14, 6, -15, -5, 5, 7]","[-18, 2, 1, 2, 2, -18, -7, -2, 8, -13, -1]",-9,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2088,P2DLzEKR4sN2S52CepVw7K,"[-9, 13, 3]","[-14, 4, 11]",-9,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2089,LY6Vs3Bq4UyoEkMZ4V8Kdy,"[2, 2, -12]","[7, -15, -3]",-6,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2090,CNFPTV8FdXKGSNMjWPtoWp,[],[],-12,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2091,jUcLz8NXBjC3a2smGenC22,"[6, 1]","[-14, 1]",-12,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2092,CZF48S4tRMBAeWvfpSoM3u,"[9, -8, 0, 9, 5, 14, -8, 10, 0, -3]","[-2, 10, 9, -8, 8, 4, -5, 12, 12, -3]",-10,<class 'list'>,<class 'list'>,<class 'list'>,10,10
2093,WWZzcGN4MpPaeHWnfssabQ,"[-12, -4, -8, 5]","[6, -2, -10, -15]",0,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2094,8wN3H8DVGsyRqADDokKUXq,"[3, -4, 1, 6, 2, -2, -5, 3, 7, 0, -8, -3, 7, -5]","[-2, 5, 4, 0, -6, -2, 6, -8, 0, 3, 6, -8, -7, -1]",10,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2095,YBbxHB2puTMfZY2Ar9NpmN,"[-1, -4, 12, -4]","[7, 4, 5, 13]",11,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2096,7XBwBHUVMaZDEVYRfN4YB3,"[0, 2, -5, 7, 3, -2]","[-5, 7, 1, 2, 4, 4]",-10,<class 'list'>,<class 'list'>,<class 'list'>,6,6
2097,eYeyivgGHpkCoE74pNuQ9g,"[-13, 5, -3, 6, -8, -5, -9, -8, 7, 6, 1]","[5, -2, 1, -1, -5, 1, -8, -1, 6, 5, 0]",-18,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2098,CNFPTV8FdXKGSNMjWPtoWp,[],[],10,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2099,9VqRmjx99Qbu88jdXsBYS3,"[-3, 2, 0, 7, 3, 1, 4, 6, 8, -4, -2, -4]","[2, -5, -5, -4, 1, -3, -5, 0, 6, -3, 10, 1]",17,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2100,auWZXo4KRE2WXUGWTfJUHv,"[-9, 2, -10, -2, -10]","[4, -3, -12, -5, 4]",19,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2101,S6eoDUrJGGru4oW9b57aGk,[1],[-4],-17,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2102,YFsvbxebCsU6MNRuiECe2f,[-3],[-1],5,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2103,dPyBa66R2KCZry8WbWWgYM,"[11, -6, -4, -17, -8, -13, 7, -8]","[6, -18, 7, -9, -10, -13, 6, 8]",-7,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2104,CNFPTV8FdXKGSNMjWPtoWp,[],[],-2,<class 'list'>,<class 'list'>,<class 'list'>,0,0
2105,ja2modJ9sFVcLNrh59zD73,"[-10, 15, -16, -11, -15, 3, -2, -3, -13, 14, -13, -13, -10, 10]","[12, 10, -7, -14, 11, -8, 8, 6, 4, 17, -16, 18, 2, -6]",6,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2106,Rfsupdj3kKPw8bYmXLrKuo,"[1, -16, 5, 1, -18]","[-6, -15, 2, -9, 1]",1,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2107,5Spps3Vb24XecCDty9TYdJ,"[0, 2, -13, -9, -7, -15, -18]","[10, -9, -4, -3, -15, -5, -5]",2,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2108,8C7DPDhBSqEVqA7GhtGpuB,"[-6, 5, -11, -3, -2, 2, 0, 7, 1, -13, -6, -17]","[-6, 5, -9, -7, -3, -8, -15, -3, -8, -13, 5, 2]",6,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2109,9rWcpiJYtLS8aaELwutaLz,[7],[-10],19,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2110,dGGbW5jNUJzDiaRRGJbFJz,[10],[-6],13,<class 'list'>,<class 'list'>,<class 'list'>,1,1
2111,QnW86WnWUtx72frHUDpjWq,"[0, -11, -11, 6, 5, -13, 3, 6]","[6, -9, -6, -9, -7, -11, 5, -1]",3,<class 'list'>,<class 'list'>,<class 'list'>,8,8
2112,eVp2ybdZyj6rSVQ7ujXWcv,"[5, -9, 8, 2, -14, -1, -10, -7, 11, -5, 12, 11]","[11, 4, -12, 8, 2, 6, -3, -7, -13, -6, 6, -12]",7,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2113,Uc3qCETHnn22qYSQ7YBnFM,"[-4, -18, 7, -9, 5, -7, 6]","[-5, 4, -11, -9, -2, -16, -4]",-7,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2114,EeaB3eyqRUy8f37szi3jLQ,"[-4, 2, 7]","[-9, 7, 2]",-3,<class 'list'>,<class 'list'>,<class 'list'>,3,3
2115,QtjiJECpkpjaKBMCYvV67S,"[-4, -2, 8, -8, 8]","[4, 5, -1, -3, 6]",0,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2116,knASFKHxNB42NnMkKk2mSX,"[-9, 4, 14, 15, 10, -3, -1]","[12, 17, -5, 3, 9, 10, 16]",-8,<class 'list'>,<class 'list'>,<class 'list'>,7,7
2117,5baYnbtS8Mb5aqmZVULiCr,"[5, 14]","[4, -8]",8,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2118,ZNJ2G2yFmhmh6BGvDPYE7N,"[-14, 5, -5, -4, -14]","[-9, -13, -8, 9, 8]",0,<class 'list'>,<class 'list'>,<class 'list'>,5,5
2119,axXKNR7DnN2pvhCbwJCkVX,"[12, 6, -3, 7]","[-2, -2, 9, -3]",-1,<class 'list'>,<class 'list'>,<class 'list'>,4,4
2120,RBU3tmLMSo6BEoEC8ud5Sg,"[-1, -1, 13, -11, 10, 9, 11, 9, 14]","[-3, 12, -4, -6, -3, -6, -8, -3, 12]",-1,<class 'list'>,<class 'list'>,<class 'list'>,9,9
2121,fVKih2AVs8mue3dGvucRi4,"[-15, -5, -14, 2, -13, -10, -3, -12, 3, -3, -6, 4, 4, 0]","[-6, -6, 0, -13, -13, 4, -3, -10, 4, -7, -2, -13, -2, -16]",9,<class 'list'>,<class 'list'>,<class 'list'>,14,14
2122,c3QomFoxSAYQFRWx5okypA,"[8, -15, 2, -14, -2, 0, 2, 8, 0, -11, -1]","[-7, -6, -10, -3, -13, -15, 0, -3, -12, 1, -14]",11,<class 'list'>,<class 'list'>,<class 'list'>,11,11
2123,EwmNmjceVpBK8MRE4qCbaX,"[-4, -12]","[-8, -18]",-9,<class 'list'>,<class 'list'>,<class 'list'>,2,2
2124,YvMBDkKm4qRNPpTc8JkXCL,"[-1, 0, -1, 4, -6, 0, -9, -9, -10, -4, -6, -4]","[-2, 0, 7, 0, -6, 4, -1, -3, 1, 7, -5, 8]",-2,<class 'list'>,<class 'list'>,<class 'list'>,12,12
2125,dYr8nmDejhfA9DMynutpPo,"[0, -6, -2, 2, -5]","[6, 2, -2, 4, -5]",-11,<class 'list'>,<class 'list'>,<class 'list'>,5,5
